monthly_income,family_size,earning_members,housing_type,land_area,employment_type,vehicle_owned,tax_paid,region_type,label
500,2,1,other,2.5,daily_wage,0,0,rural,PHH
200,1,1,dilapidated,6.5,daily_wage,0,0,urban,PHH
700,3,1,other,2.5,other,0,0,urban,PHH
250,2,1,other,3.5,daily_wage,0,0,urban,PHH
300,3,1,other,3.75,other,0,0,urban,PHH
4800,6,2,other,3.0,other,0,0,urban,PHH
200,1,1,dilapidated,4.0,unemployed,0,0,urban,PHH
500,4,1,dilapidated,4.0,daily_wage,0,0,urban,PHH
150,3,1,dilapidated,2.75,not_applicable,0,0,urban,PHH
450,2,1,other,15.0,homemaker,0,0,urban,PHH
100,1,1,other,0.0,homemaker,0,0,urban,PHH
500,2,1,dilapidated,4.0,daily_wage,0,0,urban,PHH
5000,3,1,dilapidated,5.0,homemaker,0,0,rural,PHH
500,5,1,dilapidated,3.0,daily_wage,0,0,urban,PHH
200,2,1,other,5.0,homemaker,0,0,urban,PHH
150,1,1,other,4.0,daily_wage,0,0,urban,PHH
5500,6,2,other,2.0,homemaker,0,0,urban,PHH
200,3,1,dilapidated,3.5,unemployed,0,0,urban,PHH
500,2,1,dilapidated,5.0,other,0,0,urban,PHH
100,2,1,dilapidated,3.0,not_applicable,0,0,urban,PHH
1000,1,1,dilapidated,5.0,daily_wage,0,0,urban,PHH
250,3,1,other,12.0,homemaker,0,0,urban,PHH
250,2,1,dilapidated,3.0,homemaker,0,0,urban,PHH
150,1,1,dilapidated,5.0,other,0,0,rural,PHH
600,5,2,dilapidated,6.5,homemaker,0,0,urban,PHH
90,4,1,dilapidated,2.5,homemaker,0,0,urban,PHH
650,4,2,other,4.0,not_applicable,0,0,urban,PHH
2300,2,2,other,3.0,private,0,0,urban,PHH
475,3,1,other,4.0,homemaker,0,0,urban,PHH
1000,5,1,other,4.0,homemaker,0,0,urban,PHH
750,3,1,other,5.5,not_applicable,0,0,urban,PHH
1000,5,2,dilapidated,3.0,homemaker,0,0,urban,PHH
1000,2,1,other,2.0,other,0,0,urban,PHH
700,1,1,other,2.3,unemployed,0,0,urban,PHH
400,5,1,other,4.0,daily_wage,0,0,urban,PHH
1656,2,2,other,3.0,pensioner,0,0,urban,PHH
300,3,1,other,4.0,homemaker,0,0,urban,PHH
500,4,1,dilapidated,3.0,other,0,0,urban,PHH
400,3,1,other,1.0,homemaker,0,0,urban,PHH
400,2,1,other,4.0,daily_wage,0,0,urban,PHH
250,1,1,other,7.0,homemaker,0,0,rural,PHH
250,6,1,other,3.0,homemaker,0,0,urban,PHH
1000,2,2,other,1.5,daily_wage,0,0,urban,PHH
500,2,1,other,2.0,homemaker,0,0,urban,PHH
200,5,2,dilapidated,7.0,homemaker,0,0,urban,PHH
3000,3,1,other,6.0,daily_wage,0,0,urban,PHH
400,3,1,dilapidated,4.0,other,0,0,urban,PHH
250,2,1,other,5.0,other,0,0,urban,PHH
450,4,2,dilapidated,3.0,daily_wage,0,0,urban,PHH
700,7,1,dilapidated,4.75,homemaker,0,0,urban,PHH
150,5,1,other,3.0,unemployed,0,0,urban,PHH
300,2,1,other,5.0,homemaker,0,0,urban,PHH
250,7,1,other,3.0,homemaker,0,0,urban,PHH
150,2,1,hut,2.0,not_applicable,0,0,urban,PHH
1100,3,2,other,3.5,daily_wage,0,0,urban,PHH
300,5,1,other,5.0,homemaker,0,0,urban,PHH
1000,3,1,dilapidated,1.5,other,0,0,urban,PHH
1000,4,2,other,4.0,homemaker,0,0,urban,PHH
1000,3,2,dilapidated,5.1,homemaker,0,0,urban,PHH
816,2,1,dilapidated,0.0,homemaker,0,0,urban,PHH
250,3,1,other,4.0,daily_wage,0,0,urban,PHH
800,3,1,other,5.0,homemaker,0,0,urban,PHH
250,1,1,other,2.0,daily_wage,0,0,urban,PHH
7000,3,1,other,3.0,unemployed,0,0,urban,PHH
200,7,1,other,3.0,homemaker,0,0,urban,PHH
800,4,2,other,7.0,homemaker,0,0,urban,PHH
1300,8,3,other,3.75,homemaker,0,0,urban,PHH
800,5,2,other,1.5,not_applicable,0,0,urban,PHH
1700,2,2,other,4.0,homemaker,0,0,rural,PHH
250,3,1,dilapidated,3.0,homemaker,0,0,urban,PHH
150,4,1,other,4.5,not_applicable,0,0,urban,PHH
500,5,1,other,3.0,not_applicable,0,0,urban,PHH
200,2,1,other,8.0,other,0,0,urban,PHH
250,1,1,other,11.0,daily_wage,0,0,rural,PHH
850,3,2,other,4.0,unemployed,0,0,urban,PHH
250,2,1,other,0.0,homemaker,0,0,urban,PHH
435,4,1,dilapidated,3.5,homemaker,0,0,urban,PHH
250,5,1,other,2.5,homemaker,0,0,urban,PHH
200,1,1,other,4.0,daily_wage,0,0,urban,PHH
500,1,1,other,4.0,daily_wage,0,0,urban,PHH
350,2,1,other,1.0,daily_wage,0,0,urban,PHH
1300,3,1,other,6.0,homemaker,0,0,urban,PHH
250,3,1,other,4.0,other,0,0,urban,PHH
250,1,1,dilapidated,2.0,daily_wage,0,0,urban,PHH
500,3,1,other,4.0,homemaker,0,0,rural,PHH
100,2,1,other,2.5,daily_wage,0,0,urban,PHH
300,4,1,other,6.0,other,0,0,urban,PHH
150,2,1,dilapidated,2.75,daily_wage,0,0,urban,PHH
5000,2,1,other,2.5,homemaker,0,0,urban,PHH
150,3,1,other,1.0,homemaker,0,0,urban,PHH
300,2,1,dilapidated,10.0,daily_wage,0,0,rural,PHH
250,3,1,hut,0.0,homemaker,0,0,urban,PHH
5000,4,2,dilapidated,6.0,private,0,0,urban,PHH
2000,2,1,dilapidated,2.0,other,0,0,urban,PHH
500,5,1,other,0.0,daily_wage,0,0,urban,PHH
400,4,1,dilapidated,4.0,homemaker,0,0,urban,PHH
250,1,1,other,3.0,daily_wage,0,0,urban,PHH
800,4,2,dilapidated,2.0,other,0,0,urban,PHH
300,2,1,dilapidated,3.0,private,0,0,urban,PHH
300,2,1,other,4.0,homemaker,0,0,urban,PHH
3000,4,1,other,1.75,other,0,0,urban,PHH
150,2,1,other,0.0,homemaker,0,0,urban,PHH
300,1,1,other,3.0,homemaker,0,0,urban,PHH
200,6,1,dilapidated,2.5,daily_wage,0,0,urban,PHH
500,4,1,other,4.0,daily_wage,0,0,urban,PHH
1300,3,2,other,5.0,homemaker,0,0,urban,PHH
200,3,1,other,2.0,daily_wage,0,0,urban,PHH
150,2,1,dilapidated,0.0,daily_wage,0,0,urban,PHH
500,4,2,other,0.0,other,0,0,urban,PHH
5250,4,2,other,4.0,other,0,0,urban,PHH
100,4,1,hut,0.0,daily_wage,0,0,urban,PHH
200,2,1,hut,0.0,daily_wage,0,0,urban,PHH
100,3,1,dilapidated,2.0,other,0,0,urban,PHH
300,2,1,dilapidated,3.75,homemaker,0,0,urban,PHH
200,2,1,dilapidated,4.0,homemaker,0,0,urban,PHH
150,2,1,hut,0.0,daily_wage,0,0,urban,PHH
100,2,1,dilapidated,1.25,unemployed,0,0,urban,PHH
150,3,1,dilapidated,3.5,homemaker,0,0,urban,PHH
200,5,1,dilapidated,3.0,daily_wage,0,0,urban,PHH
280,3,2,dilapidated,5.5,not_applicable,0,0,urban,PHH
300,5,1,dilapidated,1.25,homemaker,0,0,urban,PHH
150,5,1,dilapidated,0.0,homemaker,0,0,urban,PHH
100,4,1,other,7.5,not_applicable,0,0,urban,PHH
150,3,1,hut,0.0,homemaker,0,0,urban,PHH
500,1,1,hut,0.0,not_applicable,0,0,urban,PHH
200,1,1,dilapidated,0.5,daily_wage,0,0,urban,PHH
150,2,1,hut,0.0,homemaker,0,0,urban,PHH
100,2,1,hut,0.0,daily_wage,0,0,urban,PHH
500,1,2,dilapidated,0.0,homemaker,0,0,urban,PHH
1000,2,2,other,4.5,homemaker,0,0,urban,PHH
1500,2,2,other,5.0,daily_wage,0,0,urban,PHH
350,2,2,dilapidated,3.0,daily_wage,0,0,urban,PHH
150,2,1,other,0.0,daily_wage,0,0,urban,PHH
500,3,1,other,0.0,unemployed,0,0,urban,PHH
200,2,1,dilapidated,5.0,other,0,0,rural,PHH
500,4,1,other,2.75,daily_wage,0,0,urban,PHH
250,3,1,other,3.0,homemaker,0,0,urban,PHH
100,5,1,dilapidated,4.0,daily_wage,0,0,urban,PHH
1500,2,1,other,5.0,homemaker,0,0,urban,PHH
200,4,1,other,8.0,homemaker,0,0,urban,PHH
700,3,2,other,2.0,daily_wage,0,0,urban,PHH
1150,2,2,other,2.5,homemaker,0,0,urban,PHH
200,4,1,other,3.5,daily_wage,0,0,urban,PHH
500,3,1,dilapidated,5.0,daily_wage,0,0,urban,PHH
200,1,1,other,2.0,daily_wage,0,0,urban,PHH
500,3,1,other,3.0,daily_wage,0,0,urban,PHH
5350,3,2,other,6.0,other,0,0,urban,PHH
5500,2,2,other,3.0,other,0,0,urban,PHH
400,4,1,other,8.0,unemployed,0,0,urban,PHH
200,1,1,other,3.0,unemployed,0,0,urban,PHH
400,2,2,other,5.0,daily_wage,0,0,urban,PHH
300,4,1,other,4.0,daily_wage,0,0,rural,PHH
120,2,1,other,2.5,not_applicable,0,0,urban,PHH
6000,5,3,other,3.0,other,0,0,urban,PHH
100,1,1,hut,3.0,daily_wage,0,0,urban,PHH
300,1,1,dilapidated,6.0,homemaker,0,0,urban,PHH
250,1,1,dilapidated,2.0,daily_wage,0,0,urban,PHH
540,4,1,dilapidated,2.0,homemaker,0,0,urban,PHH
100,6,1,other,4.5,daily_wage,0,0,rural,PHH
500,6,1,dilapidated,6.0,homemaker,0,0,urban,PHH
300,4,1,dilapidated,0.0,not_applicable,0,0,urban,PHH
510,1,1,dilapidated,3.5,daily_wage,0,0,urban,PHH
200,4,1,dilapidated,2.0,daily_wage,0,0,urban,PHH
200,2,1,other,2.0,homemaker,0,0,rural,PHH
1000,3,1,dilapidated,2.0,daily_wage,0,0,urban,PHH
250,2,1,other,3.75,not_applicable,0,0,urban,PHH
300,3,1,dilapidated,3.5,not_applicable,0,0,urban,PHH
400,5,2,other,3.0,daily_wage,0,0,urban,PHH
833,3,1,dilapidated,4.0,homemaker,0,0,urban,PHH
500,4,1,other,4.0,daily_wage,0,0,urban,PHH
150,1,1,dilapidated,5.0,daily_wage,0,0,urban,PHH
500,6,2,dilapidated,3.0,unemployed,0,0,urban,PHH
500,2,1,other,0.0,daily_wage,0,0,urban,PHH
200,4,1,other,10.0,homemaker,0,0,urban,PHH
200,4,1,dilapidated,6.0,homemaker,0,0,urban,PHH
600,2,2,dilapidated,8.0,homemaker,0,0,rural,PHH
1000,2,1,other,7.0,homemaker,0,0,urban,PHH
500,1,1,dilapidated,3.5,homemaker,0,0,urban,PHH
600,4,2,dilapidated,4.0,not_applicable,0,0,urban,PHH
200,5,1,other,1.5,not_applicable,0,0,urban,PHH
100,2,1,other,2.0,not_applicable,0,0,urban,PHH
450,3,3,dilapidated,3.0,homemaker,0,0,urban,PHH
200,4,2,hut,1.5,daily_wage,0,0,urban,PHH
500,4,1,other,4.5,not_applicable,0,0,urban,PHH
500,2,1,other,3.0,daily_wage,0,0,urban,PHH
200,1,1,other,5.0,homemaker,0,0,urban,PHH
250,4,1,dilapidated,10.0,other,0,0,rural,PHH
1400,4,2,other,3.0,homemaker,0,0,urban,PHH
250,1,1,other,5.0,daily_wage,0,0,urban,PHH
500,3,1,other,8.0,other,0,0,rural,PHH
300,1,1,other,0.0,daily_wage,0,0,urban,PHH
1050,3,2,dilapidated,3.5,pensioner,0,0,urban,PHH
2200,4,2,other,6.0,private,0,0,urban,PHH
500,3,1,other,5.0,daily_wage,0,0,urban,PHH
500,1,1,hut,4.75,not_applicable,0,0,urban,PHH
200,4,1,other,2.0,daily_wage,0,0,urban,PHH
460,4,1,other,5.0,daily_wage,0,0,urban,PHH
1500,3,2,other,4.0,unemployed,0,0,urban,PHH
1800,5,2,other,2.5,homemaker,0,0,urban,PHH
3250,5,4,dilapidated,2.5,pensioner,0,0,urban,PHH
1000,3,3,dilapidated,3.5,homemaker,0,0,urban,PHH
1500,3,1,other,4.0,other,0,0,urban,PHH
600,3,1,other,2.5,unemployed,0,0,urban,PHH
900,5,2,dilapidated,3.0,homemaker,0,0,rural,PHH
450,4,1,dilapidated,3.0,homemaker,0,0,urban,PHH
500,3,1,other,6.0,unemployed,0,0,urban,PHH
1000,5,1,other,4.0,homemaker,0,0,urban,PHH
300,5,1,other,3.0,homemaker,0,0,urban,PHH
500,4,1,dilapidated,3.0,other,0,0,urban,PHH
950,1,1,other,5.0,unemployed,0,0,urban,PHH
650,4,2,other,2.5,homemaker,0,0,urban,PHH
700,1,1,other,5.0,homemaker,0,0,urban,PHH
500,3,1,other,4.0,homemaker,0,0,urban,PHH
300,3,1,dilapidated,5.0,daily_wage,0,0,urban,PHH
250,1,1,dilapidated,7.0,daily_wage,0,0,urban,PHH
500,1,1,other,3.0,homemaker,0,0,urban,PHH
300,2,1,dilapidated,4.0,daily_wage,0,0,urban,PHH
500,3,1,dilapidated,5.0,homemaker,0,0,urban,PHH
250,5,1,dilapidated,43.0,homemaker,0,0,urban,PHH
2100,2,2,other,5.0,homemaker,0,0,urban,PHH
300,2,2,other,10.5,daily_wage,0,0,urban,PHH
400,4,2,other,1.5,homemaker,0,0,urban,PHH
1000,1,1,other,16.5,unemployed,0,0,urban,PHH
1000,2,1,dilapidated,6.0,unemployed,0,0,urban,PHH
200,5,1,other,5.0,not_applicable,0,0,urban,PHH
5300,5,2,dilapidated,0.0,homemaker,0,0,urban,PHH
200,4,1,dilapidated,4.0,homemaker,0,0,urban,PHH
600,7,2,dilapidated,3.0,unemployed,0,0,urban,PHH
150,2,1,other,2.0,daily_wage,0,0,urban,PHH
800,5,2,other,5.0,homemaker,0,0,rural,PHH
350,2,2,other,2.25,unemployed,0,0,urban,PHH
1100,4,2,hut,2.5,other,0,0,urban,PHH
500,5,1,other,4.0,not_applicable,0,0,urban,PHH
250,3,1,dilapidated,2.0,not_applicable,0,0,urban,PHH
1000,5,2,other,3.0,not_applicable,0,0,urban,PHH
350,2,1,dilapidated,4.0,homemaker,0,0,rural,PHH
500,1,1,other,0.0,daily_wage,0,0,urban,PHH
300,1,1,other,3.0,homemaker,0,0,urban,PHH
800,4,1,other,8.5,homemaker,0,0,urban,PHH
500,3,1,other,4.0,not_applicable,0,0,urban,PHH
700,1,1,dilapidated,6.0,not_applicable,0,0,urban,PHH
700,6,1,other,3.0,daily_wage,0,0,urban,PHH
1900,3,2,other,3.5,homemaker,0,0,rural,PHH
5000,4,1,dilapidated,2.0,other,0,0,urban,PHH
1000,2,1,other,0.0,not_applicable,0,0,urban,PHH
835,2,1,other,4.0,homemaker,0,0,urban,PHH
150,5,1,other,8.0,homemaker,0,0,rural,PHH
1000,3,2,other,7.0,homemaker,0,0,urban,PHH
3000,2,1,other,10.0,daily_wage,0,0,urban,PHH
5500,4,2,other,6.5,other,0,0,urban,PHH
250,3,1,other,13.0,daily_wage,0,0,urban,PHH
400,4,2,dilapidated,5.0,homemaker,0,0,urban,PHH
750,1,1,dilapidated,2.5,daily_wage,0,0,urban,PHH
150,8,1,other,6.0,unemployed,0,0,urban,PHH
450,1,1,other,4.0,daily_wage,0,0,urban,PHH
200,6,1,other,4.5,other,0,0,urban,PHH
500,5,1,other,1.7,daily_wage,0,0,urban,PHH
100,1,1,other,3.0,daily_wage,0,0,urban,PHH
200,2,1,dilapidated,4.0,homemaker,0,0,urban,PHH
2000,1,1,other,6.0,homemaker,0,0,urban,PHH
700,5,1,other,7.5,not_applicable,0,0,urban,PHH
600,5,1,other,3.0,other,0,0,urban,PHH
650,2,3,other,5.0,homemaker,0,0,rural,PHH
500,3,1,hut,3.0,daily_wage,0,0,urban,PHH
500,2,1,dilapidated,4.0,daily_wage,0,0,urban,PHH
100,3,1,thatched,5.0,other,0,0,urban,PHH
800,4,2,dilapidated,2.0,daily_wage,0,0,urban,PHH
150,5,1,dilapidated,2.0,not_applicable,0,0,urban,PHH
900,3,2,other,13.0,unemployed,0,0,urban,PHH
500,2,1,other,6.0,homemaker,0,0,urban,PHH
700,3,2,other,7.0,homemaker,0,0,urban,PHH
600,2,1,other,2.0,not_applicable,0,0,urban,PHH
500,5,1,other,4.5,homemaker,0,0,urban,PHH
500,3,1,other,3.0,homemaker,0,0,urban,PHH
300,1,1,other,0.0,daily_wage,0,0,urban,PHH
600,3,2,other,0.0,other,0,0,urban,PHH
150,4,2,other,5.0,homemaker,0,0,urban,PHH
500,5,1,other,15.5,unemployed,0,0,urban,PHH
300,1,1,dilapidated,11.0,not_applicable,0,0,rural,PHH
800,5,2,dilapidated,5.0,homemaker,0,0,urban,PHH
220,6,2,dilapidated,9.0,unemployed,0,0,urban,PHH
700,2,2,hut,1.5,not_applicable,0,0,urban,PHH
600,3,1,other,5.0,not_applicable,0,0,urban,PHH
100,2,1,dilapidated,6.0,unemployed,0,0,urban,PHH
105,4,1,other,8.5,daily_wage,0,0,urban,PHH
100,3,1,dilapidated,3.0,homemaker,0,0,rural,PHH
250,1,1,dilapidated,3.5,homemaker,0,0,urban,PHH
100,3,1,other,3.0,daily_wage,0,0,urban,PHH
500,5,1,other,0.0,daily_wage,0,0,urban,PHH
5000,3,1,other,4.0,unemployed,0,0,urban,PHH
500,4,1,other,9.0,not_applicable,0,0,urban,PHH
250,3,1,hut,0.0,homemaker,0,0,urban,PHH
500,3,1,dilapidated,4.0,homemaker,0,0,urban,PHH
750,1,1,other,3.25,other,0,0,urban,PHH
150,2,1,dilapidated,3.0,daily_wage,0,0,urban,PHH
200,4,1,other,0.0,not_applicable,0,0,urban,PHH
300,3,1,other,5.0,not_applicable,0,0,urban,PHH
400,3,1,dilapidated,4.5,daily_wage,0,0,urban,PHH
850,5,2,dilapidated,5.0,unemployed,0,0,urban,PHH
500,1,1,other,12.0,homemaker,0,0,urban,PHH
500,3,1,other,7.5,daily_wage,0,0,urban,PHH
2000,1,1,other,8.0,homemaker,0,0,urban,PHH
500,2,1,dilapidated,4.5,daily_wage,0,0,urban,PHH
300,3,1,dilapidated,5.0,homemaker,0,0,urban,PHH
200,4,1,other,2.0,other,0,0,urban,PHH
500,2,1,other,4.25,daily_wage,0,0,urban,PHH
1050,6,2,other,3.0,homemaker,0,0,urban,PHH
1000,2,1,dilapidated,4.0,other,0,0,urban,PHH
250,4,1,other,5.0,homemaker,0,0,rural,PHH
400,5,1,other,2.0,daily_wage,0,0,urban,PHH
400,3,2,dilapidated,0.0,homemaker,0,0,urban,PHH
150,3,1,other,3.0,other,0,0,urban,PHH
700,4,4,other,6.0,homemaker,0,0,rural,PHH
500,4,1,other,3.5,homemaker,0,0,urban,PHH
600,3,1,dilapidated,5.0,other,0,0,rural,PHH
1250,5,2,other,5.0,not_applicable,0,0,urban,PHH
150,3,1,other,2.25,daily_wage,0,0,urban,PHH
250,1,1,other,5.0,not_applicable,0,0,urban,PHH
350,2,1,other,0.0,unemployed,0,0,urban,PHH
400,2,1,other,3.0,homemaker,0,0,urban,PHH
600,4,1,dilapidated,4.0,daily_wage,0,0,urban,PHH
250,2,1,other,3.0,not_applicable,0,0,urban,PHH
1000,6,2,other,2.0,homemaker,0,0,urban,PHH
500,2,1,other,4.0,homemaker,0,0,urban,PHH
4250,1,1,dilapidated,4.0,other,0,0,urban,PHH
400,6,1,other,3.0,daily_wage,0,0,urban,PHH
500,6,2,dilapidated,4.0,other,0,0,urban,PHH
300,7,2,dilapidated,0.0,other,0,0,urban,PHH
750,4,1,other,3.0,other,0,0,urban,PHH
250,1,1,other,2.5,daily_wage,0,0,urban,PHH
400,3,1,hut,1.5,daily_wage,0,0,urban,PHH
200,3,2,other,0.0,other,0,0,urban,PHH
100,2,1,other,0.0,unemployed,0,0,rural,PHH
800,3,1,other,4.0,not_applicable,0,0,urban,PHH
1600,4,2,hut,5.0,unemployed,0,0,rural,PHH
400,4,2,other,3.0,unemployed,0,0,urban,PHH
400,2,1,other,1.5,not_applicable,0,0,urban,PHH
300,1,1,other,0.0,daily_wage,0,0,urban,PHH
250,3,1,other,21.0,unemployed,0,0,urban,PHH
700,1,1,other,3.0,daily_wage,0,0,urban,PHH
350,2,2,dilapidated,1.2,other,0,0,urban,PHH
500,3,1,other,3.5,homemaker,0,0,urban,PHH
300,4,1,other,2.0,homemaker,0,0,urban,PHH
500,2,1,thatched,0.0,daily_wage,0,0,urban,PHH
500,4,1,other,0.0,daily_wage,0,0,rural,PHH
1250,3,1,other,0.0,not_applicable,0,0,urban,PHH
200,5,1,other,0.0,other,0,0,rural,PHH
1200,2,2,dilapidated,1.5,homemaker,0,0,urban,PHH
500,2,1,dilapidated,3.0,daily_wage,0,0,urban,PHH
150,2,1,other,0.0,not_applicable,0,0,urban,PHH
100,1,1,other,1.5,homemaker,0,0,urban,PHH
150,1,1,other,0.0,not_applicable,0,0,urban,PHH
500,2,1,other,3.0,homemaker,0,0,urban,PHH
1500,4,2,other,1.5,homemaker,0,0,urban,PHH
100,4,1,dilapidated,2.0,homemaker,0,0,urban,PHH
300,2,1,other,1.5,homemaker,0,0,urban,PHH
500,3,1,dilapidated,45.0,daily_wage,0,0,urban,PHH
200,1,1,thatched,4.0,homemaker,0,0,urban,PHH
450,4,1,other,1.5,daily_wage,0,0,urban,PHH
400,6,1,other,2.5,homemaker,0,0,urban,PHH
150,1,1,dilapidated,2.5,daily_wage,0,0,urban,PHH
100,2,1,dilapidated,1.5,daily_wage,0,0,urban,PHH
400,2,1,other,5.0,daily_wage,0,0,urban,PHH
100,2,1,other,1.5,other,0,0,urban,PHH
200,3,1,dilapidated,4.5,daily_wage,0,0,urban,PHH
200,1,1,other,4.0,not_applicable,0,0,urban,PHH
100,1,1,other,0.0,other,0,0,urban,PHH
100,2,1,other,0.0,homemaker,0,0,rural,PHH
520,3,1,other,5.0,not_applicable,0,0,urban,PHH
100,1,1,other,1.0,daily_wage,0,0,urban,PHH
700,1,1,other,0.0,homemaker,0,0,urban,PHH
150,1,1,other,0.0,other,0,0,rural,PHH
300,3,1,other,4.5,daily_wage,0,0,urban,PHH
100,2,1,thatched,1.5,not_applicable,0,0,urban,PHH
300,1,1,other,0.0,daily_wage,0,0,urban,PHH
300,4,1,other,10.0,homemaker,0,0,urban,PHH
318,4,1,other,3.0,homemaker,0,0,rural,PHH
200,5,1,other,6.0,homemaker,0,0,urban,PHH
2500,4,1,dilapidated,0.0,other,0,0,urban,PHH
200,5,1,other,2.0,daily_wage,0,0,urban,PHH
500,1,1,other,0.0,homemaker,0,0,urban,PHH
750,2,1,other,3.0,daily_wage,0,0,urban,PHH
100,1,1,dilapidated,1.5,homemaker,0,0,urban,PHH
250,5,1,other,1.5,unemployed,0,0,urban,PHH
521,2,1,dilapidated,5.0,not_applicable,0,0,urban,PHH
950,5,2,other,3.5,homemaker,0,0,urban,PHH
550,4,2,other,0.0,not_applicable,0,0,rural,PHH
250,1,1,other,3.0,not_applicable,0,0,urban,PHH
300,4,1,dilapidated,4.5,daily_wage,0,0,urban,PHH
100,1,1,hut,0.0,daily_wage,0,0,urban,PHH
3000,3,1,other,1.5,daily_wage,0,0,rural,PHH
200,5,1,other,2.5,homemaker,0,0,urban,PHH
7200,5,4,other,5.0,unemployed,0,0,urban,PHH
100,4,1,other,1.5,unemployed,0,0,urban,PHH
500,3,2,other,5.0,homemaker,0,0,urban,PHH
500,3,1,dilapidated,7.5,homemaker,0,0,urban,PHH
200,3,1,dilapidated,0.0,not_applicable,0,0,urban,PHH
250,2,1,other,4.8,daily_wage,0,0,urban,PHH
1150,2,2,other,0.0,homemaker,0,0,urban,PHH
250,1,1,dilapidated,0.0,not_applicable,0,0,urban,PHH
250,1,1,other,0.0,homemaker,0,0,rural,PHH
100,3,1,other,5.0,homemaker,0,0,urban,PHH
400,1,1,dilapidated,4.0,daily_wage,0,0,urban,PHH
500,2,1,other,0.0,daily_wage,0,0,urban,PHH
250,4,2,other,0.0,daily_wage,0,0,rural,PHH
100,3,1,other,0.0,homemaker,0,0,urban,PHH
350,5,1,dilapidated,0.0,unemployed,0,0,urban,PHH
200,3,1,other,1.5,homemaker,0,0,urban,PHH
900,3,1,dilapidated,3.0,homemaker,0,0,urban,PHH
150,1,1,other,0.0,daily_wage,0,0,rural,PHH
400,3,1,other,1.0,homemaker,0,0,urban,PHH
250,4,1,dilapidated,8.5,homemaker,0,0,urban,PHH
700,4,1,thatched,1.5,daily_wage,0,0,urban,PHH
600,2,2,other,2.5,homemaker,0,0,urban,PHH
1200,3,1,other,3.5,not_applicable,0,0,urban,PHH
800,3,1,dilapidated,3.25,unemployed,0,0,urban,PHH
1200,1,1,other,3.0,not_applicable,0,0,urban,PHH
2000,3,2,dilapidated,1.5,unemployed,0,0,urban,PHH
1700,3,2,other,5.0,homemaker,0,0,urban,PHH
1000,4,1,dilapidated,5.0,private,0,0,urban,PHH
1700,3,1,other,3.0,homemaker,0,0,urban,PHH
1250,1,1,dilapidated,3.0,unemployed,0,0,urban,PHH
3000,2,1,other,13.0,homemaker,0,0,urban,PHH
1000,4,2,other,5.0,homemaker,0,0,urban,PHH
1250,2,2,dilapidated,3.0,homemaker,0,0,urban,PHH
200,1,1,other,4.0,daily_wage,0,0,urban,PHH
100,2,1,other,5.0,other,0,0,urban,PHH
1510,4,2,other,3.0,daily_wage,0,0,urban,PHH
1300,5,2,dilapidated,3.0,homemaker,0,0,urban,PHH
2500,2,1,dilapidated,3.0,homemaker,0,0,urban,PHH
100,1,1,dilapidated,1.5,unemployed,0,0,urban,PHH
1050,3,1,other,4.0,not_applicable,0,0,urban,PHH
3500,4,3,other,0.0,other,0,0,urban,PHH
1200,3,1,other,4.0,other,0,0,rural,PHH
300,4,1,dilapidated,1.0,homemaker,0,0,urban,PHH
12000,1,1,dilapidated,1.0,pensioner,0,0,urban,PHH
500,1,1,dilapidated,1.0,daily_wage,0,0,urban,PHH
1500,2,1,other,2.5,not_applicable,0,0,urban,PHH
350,3,1,other,5.0,daily_wage,0,0,urban,PHH
150,2,1,other,3.0,homemaker,0,0,urban,PHH
1000,2,2,dilapidated,2.0,daily_wage,0,0,urban,PHH
700,5,2,other,0.0,homemaker,0,0,urban,PHH
700,4,1,other,3.0,daily_wage,0,0,rural,PHH
400,4,2,other,10.0,homemaker,0,0,rural,PHH
150,2,1,other,0.0,other,0,0,urban,PHH
500,2,2,other,0.0,daily_wage,0,0,urban,PHH
650,1,1,dilapidated,0.0,daily_wage,0,0,urban,PHH
200,4,1,other,3.0,homemaker,0,0,urban,PHH
1000,2,2,other,0.0,homemaker,0,0,urban,PHH
250,4,1,other,3.0,daily_wage,0,0,urban,PHH
250,4,1,dilapidated,4.0,homemaker,0,0,urban,PHH
1600,3,2,other,3.5,homemaker,0,0,rural,PHH
150,2,1,other,4.0,homemaker,0,0,urban,PHH
200,4,1,dilapidated,0.0,daily_wage,0,0,urban,PHH
300,5,1,dilapidated,3.5,homemaker,0,0,urban,PHH
300,4,1,other,2.0,homemaker,0,0,urban,PHH
400,3,1,other,3.0,homemaker,0,0,urban,PHH
1000,3,1,dilapidated,0.0,daily_wage,0,0,urban,PHH
250,2,1,other,0.0,homemaker,0,0,urban,PHH
500,3,1,other,2.5,daily_wage,0,0,urban,PHH
150,4,1,other,1.0,not_applicable,0,0,urban,PHH
500,2,1,other,1.0,daily_wage,0,0,urban,PHH
1000,2,1,dilapidated,0.0,homemaker,0,0,urban,PHH
300,4,2,other,2.0,homemaker,0,0,urban,PHH
150,6,1,other,5.0,homemaker,0,0,rural,PHH
500,1,1,hut,0.0,homemaker,0,0,urban,PHH
200,1,1,other,2.8,homemaker,0,0,urban,PHH
150,8,1,other,5.0,homemaker,0,0,urban,PHH
600,3,1,dilapidated,5.0,unemployed,0,0,rural,PHH
150,3,1,other,0.0,daily_wage,0,0,urban,PHH
100,1,1,other,2.0,homemaker,0,0,urban,PHH
